no,sub,name,sub_name,area,omosa,takasa,sex,bunrui,tokusei_1,tokusei_2,type_1,type_2,text_1,text_2,text_3,spec_hp,spec_kougeki,spec_bougyo,spec_tokukou,spec_tokubou,spec_subayasa,sugata_text_flg,sugata_text,mega_flg,genshi_flg,kyodai_flg,image_l,image_m,image_s,zukan_no
0280,0,ラルトス,,3,6.6,0.4,1,きもちポケモン,81,135,11,18,人の　感情を　頭の　赤い　ツノで　敏感に　キャッチする　力を　持つ。　（『ポケットモンスター スカーレット』より）,人や　ポケモンの　感情を　敏感に　キャッチ。　敵意を　感じると　物陰に　隠れる。　（『ポケットモンスター バイオレット』より）,気分　沈みし者より　気性　朗らかなる　者を　好む　傾向あり。　老若男女を　区別せず。　さらなる調査　課題なり。　（『Pok&eacute;mon LEGENDS アルセウス』より）,2,2,2,3,3,3,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/95686154ad5ba9961fff4c11c4eccc01.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/f00e1666ad65aab12d91070974372186.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/31ce2e8a3751bf10885c11d3bbed1dcd.png,0280
0281,0,キルリア,,3,20.2,0.8,1,かんじょうポケモン,81,135,11,18,サイコパワーを　操り　まわりの　空間を　ねじ曲げることで　未来を　見通すことができる。　（『ポケットモンスター スカーレット』より）,トレーナーの　明るい　気持ちが　サイコパワーの　源。　楽しい　気分に　なると　クルクル　踊る。　（『ポケットモンスター バイオレット』より）,乙女の如き姿なれど　不可思議な能力　操り　楽園なる景色を　映し出したり。　紅のかんざしに　秘密あると　推測す。　（『Pok&eacute;mon LEGENDS アルセウス』より）,3,3,3,4,4,3,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/dbe651c64ba55074d25c4745eee75b2f.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/33caf2e1782b36980b97d4b222e755e8.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/84578dd468dc827eec692397417326ab.png,0281
0282,0,サーナイト,,3,48.4,1.6,1,ほうようポケモン,81,135,11,18,トレーナーを　守るためなら　サイコパワーを　使いきり　小さな　ブラックホールを　作り出す。　（『ポケットモンスター スカーレット』より）,心の　通い合った　トレーナーを　守るとき　最大　パワーの　サイコエネルギーが　発揮される。　（『ポケットモンスター バイオレット』より）,親愛なる主　守護する覚悟　見せり。　淑女を想起する　純白のドレスこそ　命賭す者　まといし　装束と　言えり。　（『Pok&eacute;mon LEGENDS アルセウス』より）,4,4,4,8,7,5,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/a1fc1941043522a735e42577532960b3.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/6c7efb41cd801d82d3d11e1058ceb24e.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/d31460d49d56480051643d37333827d1.png,0282
0282,1,メガサーナイト,,3,48.4,1.6,1,ほうようポケモン,177,0,11,18,トレーナーを　まもるためなら　サイコパワーを　つかいきり　ちいさな　ブラックホールを　つくりだす。　（『ポケットモンスター Ｘ』より）,みらいを　よちする　ちからを　もつ。　トレーナーを　まもる　ときに　さいだい　パワーを　はっきする。　（『ポケットモンスター Ｙ』より）,,4,5,4,10,8,6,0,,1,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/2819504256a6de79bb78ca26819f02cd.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/aa219dea943dcdb32e7c84e0fd634fbf.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/01b7ae7954a74920a4fdbdee0ba660d6.png,0282-1
0283,0,アメタマ,,3,1.7,0.5,1,あめんぼポケモン,84,0,12,3,普段は　池に　棲んでいるが　夕立の　後には　街中の　水たまりに　姿を　現す。　（『ポケットモンスター スカーレット』より）,頭の　先から　水飴に　似た　甘い　匂いの　液体を　出す。　水草の　多い　池に　棲む。　（『ポケットモンスター バイオレット』より）,,3,2,2,3,4,4,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/5928da433ddf12a657eee63b7dc55433.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/ea7913679101a177778e8630cd6f50cd.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/a007886c0dac6c27534cb6f62d16fa70.png,0283
0284,0,アメモース,,3,3.6,0.8,1,めだまポケモン,13,0,12,10,４枚の　羽で　浮かび上がり　前後　左右　自由自在に　飛びまわることが　できる。　（『ポケットモンスター スカーレット』より）,雨に　濡れると　特徴的な　目玉模様の　触角が　重くなり　飛べなくなって　しまう。　（『ポケットモンスター バイオレット』より）,,5,4,4,6,5,5,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/94bc1ab72fc7581777b3beca7338410d.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/b6a88515f2c37e842c277f04aca7d24e.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/97357859c8e27bd681d04a5df1001b87.png,0284
0285,0,キノココ,,3,4.5,0.4,1,きのこポケモン,201,199,4,0,湿った　場所を　好み　昼間は　森の　木陰で　じっと　している。　頭から　毒の　粉を　出す。　（『ポケットモンスター スカーレット』より）,危険を　感じると　頭の　てっぺんから　毒の　胞子を　ばらまき　身を　守る　ポケモン。　（『ポケットモンスター バイオレット』より）,,4,3,4,3,4,3,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/1324c1074c4392623e70fbb82a1d3959.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/ac2e86151cd70096ac5a29544e01f256.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/968782b6f85789f0912b5cbaeccc16e0.png,0285
0286,0,キノガッサ,,3,39.2,1.2,1,きのこポケモン,201,199,4,7,毒の　胞子を　ばらまき　吸いこんで　苦しむ　相手に　強烈な　パンチを　くらわせる。　（『ポケットモンスター スカーレット』より）,尻尾の　タネは　毒の　胞子で　できている。　動きが　見えないほど　素早い　パンチで　敵を　倒す。　（『ポケットモンスター バイオレット』より）,,4,8,5,4,4,5,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/2ef2e60d202fa7a542f91cf951ed8532.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/ac7db1a017bf08819e2856f320a30961.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/1a8b625b581086c0fc725faf933a20a7.png,0286
0287,0,ナマケロ,,3,24.0,0.8,1,なまけものポケモン,138,0,1,0,１日のうち　２０時間　眠る。　見ている　相手の　眠気を　誘うのも　能力の　ひとつ。　（『ポケットモンスター スカーレット』より）,ナマケロの　怠けた　様子は　見ている　人の　怠け心を　存分に　刺激するのだ。　（『ポケットモンスター バイオレット』より）,,4,4,4,3,3,2,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/2f5ad5cc177cd8f5bced05a58c3d0cb6.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/99dded737d158d23dd89ba8130d2d83b.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/04706edcce5742f1c48066f960f82c92.png,0287
0288,0,ヤルキモノ,,3,46.5,1.4,1,あばれザルポケモン,231,0,1,0,体を　動かしていないと　ストレスが　溜まりすぎて　具合が　悪くなってしまうのだ。　（『ポケットモンスター スカーレット』より）,いつも　暴れているので　すぐに　お腹が　空いてしまうが　食事の　ときも　じっとして　いられない。　（『ポケットモンスター バイオレット』より）,,5,5,5,4,4,6,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/ecde80dff23ce3dbeefc443e4d393f22.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/be7758f49ac31c3d4a55c11dad3811ec.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/d8e4498dc2b50ceae512b3f2a25e030b.png,0288
0289,0,ケッキング,,3,130.5,2.0,1,ものぐさポケモン,138,0,1,0,世界一の　ぐうたらだが　溜まった　エネルギーを　一気に　出すことで　恐ろしい　パワーを　発揮する。　（『ポケットモンスター スカーレット』より）,寝転がったまま　生活　する。　まわりに　食べる　草が　なくなると　ようやく　寝返りをして　動く。　（『ポケットモンスター バイオレット』より）,,9,10,6,6,4,6,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/1577f39df98337ca09a1af2522770e1b.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/8e552e5200437f222095864045663586.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/705e4f02b4e935fde07b1fcde85b0b1c.png,0289
0290,0,ツチニン,,3,5.5,0.5,1,したづみポケモン,179,0,12,9,じめんの　したで　せいちょうする。　ほとんど　みえない　めの　かわりに　しょっかくで　ようすを　さぐる。　（『ポケットモンスター ブリリアントダイヤモンド・シャイニングパール』より）,,,2,3,6,2,2,3,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/70497c3018cdd47c73cc91f306c82648.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/99cdc9821d196469fb5bec833dfe529e.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/cee44f1ac4892fb631ae07aa2c854e49.png,0290
0291,0,テッカニン,,3,12.0,0.8,1,しのびポケモン,33,0,12,10,あまりに　こうそくで　うごくため　すがたが　みえなくなる　ことがある。　じゅえきに　あつまってくる。　（『ポケットモンスター ブリリアントダイヤモンド・シャイニングパール』より）,,,4,6,3,3,3,10,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/2fa76ce753321cfb62aa5fe2b0f99dc4.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/f22aa925e32697271a36320394837cb3.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/0dd91bb1b6d05879f22879a8807c94a4.png,0291
0292,0,ヌケニン,,3,1.2,0.8,0,ぬけがらポケモン,183,0,12,14,ぬけがらが　たましいを　やどした。　せなかの　すきまから　のぞきこむと　たましいを　すわれてしまうらしい。　（『ポケットモンスター ブリリアントダイヤモンド・シャイニングパール』より）,,,1,6,3,2,2,3,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/727360690c3cff177359cd786533bd35.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/12d853e9f2e5ad259284f1a8d6012733.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/247f1bea9a01f3021d21f354aa0513a6.png,0292
0293,0,ゴニョニョ,,3,16.3,0.6,1,ささやきポケモン,200,0,1,0,ふだんは　ささやくような　なきごえ。　ふあんになると　ジェットきと　おなじ　おんりょうで　なきつづける。　（『ポケットモンスター ブリリアントダイヤモンド・シャイニングパール』より）,,,4,3,2,3,2,2,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/4dc0fcbf53fd8e6d7751a1edcee7b722.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/ae920e8d18872860ad79208f98098c15.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/0346fd6983aea3df97f51618d62462b0.png,0293
0294,0,ドゴーム,,3,40.5,1.0,1,おおごえポケモン,200,0,1,0,おおごえの　しょうげきはで　トラックを　ひっくりかえしてしまう。　あしを　ふみならして　パワーアップ。　（『ポケットモンスター ブリリアントダイヤモンド・シャイニングパール』より）,,,5,5,3,5,3,3,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/a865a3210b3dc6cf06af0d205df384bd.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/9834554d698191cd57c1875d264eddac.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/d80399233ec2b34994143591a065c28d.png,0294
0295,0,バクオング,,3,84.0,1.5,1,そうおんポケモン,200,0,1,0,バクオングの　とおぼえは　１０キロ　さきまで　とどく。　からだじゅうの　あなから　さまざまな　おとを　だす。　（『ポケットモンスター ブリリアントダイヤモンド・シャイニングパール』より）,,,7,6,4,6,5,4,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/2d6205d3105dadc8795b2492b7b0bf41.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/77ba3b17c8f49e0f2f8e913e7dee8756.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/7d8e5b0e4a0ee2f1516aa4db6cf127da.png,0295
0296,0,マクノシタ,,3,86.4,1.0,1,こんじょうポケモン,5,61,7,0,厳しい　稽古を　繰り返して　強くなる。　どんな　攻撃にも　耐える　根性の　ポケモン。　（『ポケットモンスター スカーレット』より）,大木に　何度も　体当たりして　強靭な　体と　くじけない　心を　鍛え上げるのだ。　（『ポケットモンスター バイオレット』より）,,5,4,2,2,2,2,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/d5d171d77debf98e9dae79a3993a01b5.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/5dc9aed344b5f9a126f9b6aef1c7fb02.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/d97ad059eb6fa791c83ec0aeb4ed2d81.png,0296
0297,0,ハリテヤマ,,3,253.8,2.3,1,つっぱりポケモン,5,61,7,0,力くらべが　大好き。　走ってくる　列車を　張り手で　止めてしまう　パワーを　持つ。　（『ポケットモンスター スカーレット』より）,両足で　地面を　踏み鳴らして　パワーを　溜める。　張り手　ひとつで　１０トン　トラックを　吹っ飛ばす。　（『ポケットモンスター バイオレット』より）,,9,8,4,3,4,3,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/36346423d700e011daef2a10aebfa3f3.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/a9165b7a1adda0e48d9688c961926f31.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/0993bf8d05cc304788e8f679fe747ce8.png,0297
0298,0,ルリリ,,3,2.0,0.2,1,みずたまポケモン,5,116,1,18,ゴムボールのように　よく　弾む。　尻尾を　振りまわし　自分よりも　大きな　相手に　立ち向かう。　（『ポケットモンスター スカーレット』より）,まるくて　大きな　尻尾には　成長に　必要な　栄養が　たっぷりと　詰まっているのだ。　（『ポケットモンスター バイオレット』より）,,3,2,3,2,3,2,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/1da5046a6613e25ec2c6144c33782fd4.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/6f4b3f8eed4fdfbf39aafddf43f134de.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/6ca2927a5860af555c9e6e5671705be3.png,0298
0299,0,ノズパス,,3,97.0,1.0,1,コンパスポケモン,40,79,13,0,ノズパスの　鼻の　磁石は　絶対に　狂わないので　旅する　トレーナーの　良き　パートナーだ。　（『ポケットモンスター スカーレット』より）,ピンチになると　磁力を　強め　まわりにある　鉄の　塊を　引き寄せて　身を守ることも　ある。　（『ポケットモンスター バイオレット』より）,,2,3,8,3,6,2,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/3ea8cee4a89b9d64acd7fc6736476068.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/02d37ed5ab163de67893ffd28297cbf0.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/de578ce98c7fba8143339dc0c2005d44.png,0299
0300,0,エネコ,,3,11.0,0.6,1,こねこポケモン,225,146,1,0,うごくものを　つい　おってしまう。　じぶんの　しっぽを　おいかけて　おなじ　ばしょを　グルグル　まわる。　（『ポケットモンスター ブリリアントダイヤモンド・シャイニングパール』より）,,,3,3,3,3,3,3,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/b281aa77674bc316baaa4d6a969e0cc2.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/7af3ea9a6c8afd26ad0f11a69c93cedb.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/d7130c036e653fe2dd39867c7ba61c28.png,0300
0301,0,エネコロロ,,3,32.6,1.1,1,おすましポケモン,225,146,1,0,うつくしい　けなみを　もち　じょせいトレーナーに　だいにんき。　きまった　すみかを　もたない。　（『ポケットモンスター ブリリアントダイヤモンド・シャイニングパール』より）,,,5,4,4,4,4,6,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/374eb925438cf2efd0e3fa8656e584b0.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/5bdb80fbd04555f167e631b7d563c2dc.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/fa4b09e2f2d91be6bce191855dc0364b.png,0301
0302,0,ヤミラミ,,3,11.0,0.5,1,くらやみポケモン,98,6,16,14,暗い　洞窟に　棲み処を　作り　鋭い　ツメを　使って　宝石を　掘り出しては　食べる。　（『ポケットモンスター スカーレット』より）,体の　表面に　食った　宝石の　成分が　浮きだす。　その　パターンは　無限大だ。　（『ポケットモンスター バイオレット』より）,,3,5,5,4,4,3,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/a047a04cb6c805462995a8d7b7c1aab0.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/91ac57f56cd804d076fade5ba62a44db.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/9f2763c4239aed2df41ecc173d4d181e.png,0302
0302,1,メガヤミラミ,,3,161.0,0.5,1,くらやみポケモン,213,0,16,14,メガシンカの　えいきょうを　うけて　きょだいかした　むねの　ほうせきは　どんな　こうげきも　はねかえす。　（『ポケットモンスター サン』より）,きょだいな　ほうせきは　おもいので　とっさの　ほうこうてんかんは　にがて。　うしろからの　こうげきが　じゃくてん。　（『ポケットモンスター ムーン』より）,,3,5,8,5,7,2,0,,1,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/b0435319dd7dab05fb29174b02864435.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/253583a0f2b0adae7f6e14c2de467d11.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/1f765c0008ee96b618d033e1c70bef21.png,0302-1
0303,0,クチート,,3,11.5,0.6,1,あざむきポケモン,30,13,17,18,ツノが　へんけいして　できた　おおあごが　あたまに　ついている。　てっこつを　かみきってしまう。　（『ポケットモンスター ブリリアントダイヤモンド・シャイニングパール』より）,,,3,5,5,4,4,3,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/12444588ae742566c560b17e70f801b7.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/bda30a0ec7e954ae0dc755001212b59c.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/0208944445a1cc84c09bb7f8472f8caf.png,0303
0303,1,メガクチート,,3,23.5,1.0,1,あざむきポケモン,116,0,17,18,おとなしい　かおで　あいてを　ゆだん　させてから　おおあごで　がぶり。　かみつくと　ぜったいに　はなさない。　（『ポケットモンスター Ｘ』より）,ツノが　へんけいして　できた　おおあごが　あたまに　ついている。　てっこつを　かみきってしまう。　（『ポケットモンスター Ｙ』より）,,3,7,8,4,6,3,0,,1,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/2421316dea83fb144d5faabee2ce4298.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/461b2ef3f2161492f63fa3b811a21ceb.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/4bb2c74730a9e6fbc3bbcf6b02d8ff06.png,0303-1
0304,0,ココドラ,,3,60.0,0.4,1,てつヨロイポケモン,40,15,17,13,ふだんは　やまおくで　くらしているが　おなかが　すくと　ふもとに　あらわれ　せんろや　くるまを　たべてしまう。　（『ポケットモンスター ブリリアントダイヤモンド・シャイニングパール』より）,,,3,5,6,3,3,2,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/518ab9deee65b2bc9fa03965b8884734.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/23dda7eec3f9f7b0e32da4696d8753e8.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/e8a3ff4f9e31878aa247551782de79e5.png,0304
0305,0,コドラ,,3,120.0,0.9,1,てつヨロイポケモン,40,15,17,13,てっこうせきを　ほりだして　たべる。　はがねの　からだを　ぶつけあって　なわばりあらそいをする　しゅうせい。　（『ポケットモンスター ブリリアントダイヤモンド・シャイニングパール』より）,,,4,6,9,3,3,3,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/e6583f113aa60db5b9d05dbb17588c57.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/fb2c73c50c1d5a5fcc734948c57c36d9.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/b7cb2c10ae7bacb092ab1b0a80b0f2cc.png,0305
0306,0,ボスゴドラ,,3,360.0,2.1,1,てつヨロイポケモン,40,15,17,13,はがねの　ツノで　かたい　がんばんを　つきくずしながら　しょくりょうの　てつを　さがして　トンネルを　ほる。　（『ポケットモンスター ブリリアントダイヤモンド・シャイニングパール』より）,,,5,7,11,4,4,3,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/d4a62f2b9d53a72b4a3ce44e27c8355b.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/756a8aa85446e9113ffe20946c5d656b.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/ce7a5ab4ec19ad3c49b95541733d0e9c.png,0306
0306,1,メガボスゴドラ,,3,395.0,2.2,1,てつヨロイポケモン,175,0,17,0,やまを　まるごと　なわばりに　する。　キズが　おおい　ボスゴドラほど　たたかっているので　あなどれない。　（『ポケットモンスター Ｘ』より）,はがねの　ツノで　かたい　がんばんを　つきくずしながら　しょくりょうの　てつを　さがして　トンネルを　ほる。　（『ポケットモンスター Ｙ』より）,,5,9,14,4,5,3,0,,1,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/6c341dbb667417a7026ad2b9258b0dd4.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/04a85d5125ca1b3191cf2f354067ad58.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/5315fc1d992a98665dfab75aec68d729.png,0306-1
0307,0,アサナン,,3,11.2,0.6,1,めいそうポケモン,237,0,7,11,毎日　ヨガの　修行を　欠かさない。　瞑想を　することで　精神力を　高めている。　（『ポケットモンスター スカーレット』より）,瞑想で　精神エネルギーを　高めて　空中に　浮かぶ。　１日に　１個　木の実を　食べる。　（『ポケットモンスター バイオレット』より）,,2,3,4,3,4,4,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/d20c0eef4d155786492633e671644b8c.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/5e0e24b8bc2860d8555c7e507085e564.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/6ac52904863fdce9e87fbb92f3da2e17.png,0307
0308,0,チャーレム,,3,31.5,1.3,1,めいそうポケモン,237,0,7,11,ヨガの　修行で　鍛えられた　サイコパワーで　相手の　動きを　予測する　ことが　できるのだ。　（『ポケットモンスター スカーレット』より）,ダンスのような　優雅な　動きで　攻撃を　かわして　強烈な　一撃を　相手に　お見舞いする。　（『ポケットモンスター バイオレット』より）,,4,4,5,4,5,5,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/fec7a9a91f2b1d723d9568a70f2062ce.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/287f7ed2d3e920ee9269ccab34d624d0.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/3bb837eb5ad035e9c45dbec9a2a2d33a.png,0308
0308,1,メガチャーレム,,3,31.5,1.3,1,めいそうポケモン,237,0,7,11,ダンスの　ような　ゆうがな　うごきで　こうげきを　かわして　きょうれつな　いちげきを　あいてに　おみまいする。　（『ポケットモンスター Ｘ』より）,ヨガの　しゅぎょうで　きたえられた　サイコパワーで　あいての　うごきを　よそくする　ことが　できるのだ。　（『ポケットモンスター Ｙ』より）,,4,6,5,5,5,6,0,,1,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/466da263e10e57b602d6fcc07d56174e.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/20586c3ae4c90f69161141b918456083.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/18e464e2e7bc648865c02b2004e03873.png,0308-1
0309,0,ラクライ,,3,15.2,0.6,1,いなずまポケモン,103,172,5,0,たいもうに　ためた　でんきを　つかい　きんにくを　しげきすることで　しゅんぱつりょくを　たかめる。　（『ポケットモンスター ブリリアントダイヤモンド・シャイニングパール』より）,,,3,3,3,4,3,4,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/4bf90bd78f29481aee461f173d0a0454.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/957de3e1ac5fcb007fa2bdece3320cc5.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/7e1115d31a4aa13f7128da500a605752.png,0309
0310,0,ライボルト,,3,40.2,1.5,1,ほうでんポケモン,103,172,5,0,たてがみから　ほうでんしている。　ずじょうに　かみなりぐもを　つくり　いなずまを　おとして　こうげきする。　（『ポケットモンスター ブリリアントダイヤモンド・シャイニングパール』より）,,,5,5,4,7,4,7,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/c4455625a5a335fee956d64b906b94d0.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/7dd852ce7246252ec5f9334d981bc08f.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/8c78651e6e8ad9560c5e92cc5addd14d.png,0310
0310,1,メガライボルト,,3,44.0,1.8,1,ほうでんポケモン,13,0,5,0,ひとまえには　めったに　すがたを　みせない。　かみなりの　おちた　ばしょに　すみかが　あると　いう。　（『ポケットモンスター Ｘ』より）,たてがみから　ほうでんしている。　ずじょうに　かみなりぐもを　つくり　いなずまを　おとして　こうげきする。　（『ポケットモンスター Ｙ』より）,,5,5,5,8,5,8,0,,1,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/6485b3f6569d12b1767e0ac708d4335f.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/e248e1aa22e96305a750741aef902c86.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/baadc395004595b22695898f5f056454.png,0310-1
0311,0,プラスル,,3,4.2,0.4,1,おうえんポケモン,188,0,5,0,体から　火花を　散らして　仲間を　応援。　電柱に　登り　電気を　吸収する。　（『ポケットモンスター スカーレット』より）,電柱から　電気を　吸い取る。　体に　溜めた　電気を　ショートさせて　音を　出す。　（『ポケットモンスター バイオレット』より）,,4,3,3,5,5,6,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/1c528878455ee132cb4990288b38e5ca.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/415a6836056e86abd6b25d067b6dbf64.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/04ece24a8b446a79e7d84c1fde21eb7f.png,0311
0312,0,マイナン,,3,4.2,0.4,1,おうえんポケモン,207,0,5,0,マイナンと　プラスルの　電気は　血液の　流れを　良くして　こりを　ほぐす　効果が　ある。　（『ポケットモンスター スカーレット』より）,水が　苦手。　雨が　降りだすと　軒下で　雨宿り。　火花の　ボンボンで　仲間を　励ます。　（『ポケットモンスター バイオレット』より）,,4,3,3,5,5,6,0,,0,0,0,https://zukan.pokemon.co.jp/zukan-api/up/images/index/3651a94809c6e615a8d7b8c3c5d3ffbb.jpg,https://zukan.pokemon.co.jp/zukan-api/up/images/index/4dbd7256575781ef5066eb63879969ca.png,https://zukan.pokemon.co.jp/zukan-api/up/images/index/7d5c94a12aea232cb873d9160db34f36.png,0312
